Proposal,Beamline,Experiment start,Experiment end,User Affiliation,Department,Overall,Scientific support,Technical support,Beamline hardware,Beamline software,Machine operation,DUO,Experiment comments,Infrastructure comment,Overall comments,Remarks,Report submitted
0,MX,07/11/2014,07/11/2014,SARomics Biostructures AB,,3,3,3,3,3,3,4,,,,,10/11/2014
20140143,I811,07/12/2014,15/12/2014,Technische Universität Wien,Institute of Materials Chemistry,0,5,5,4,4,2,5,Excessive machine downtime during our run.,,,,30/12/2014
20140143,I811,07/12/2014,15/12/2014,Technische Universität Wien,Institute of Materials Chemistry,2,4,4,4,4,1,5,,,"The beam was not stable, two night and too and half days there was no beam or frequent beam collapse. In this case it is impossible to carry out in situ/operando XAS measurements. Therefore, we were not able to complete our experiments","-stable beam!!!!!!!!!!!!!
-keeping beam stable also over the night/injections during night
-clear information for the users about injections, especially when there are some problems with a beam that we know what to plan and what to do further!!!! ",17/12/2014
20140143,I811,07/12/2014,15/12/2014,Technische Universität Wien,Institute of Materials Chemistry,2,5,4,4,4,1,5,,,"The beam was not stable, two nights and two and a half days there was no beam or frequent beam collapse. In this case it is impossible to carry out in situ/operando XAS measurements which include longer Treatment times. Therefore, we were not able to complete our experiments.",,27/02/2015
20140120,I4,07/12/2014,15/12/2014,Chiba University,Graduate School of Advanced Integration Science,4,3,5,5,4,4,5,,,,,23/12/2014
20130291,I911-4,08/03/2014,09/03/2014,Malmö University,Faculty of Health and Society,4,5,5,4,4,5,3,,,,,17/03/2014
20130291,I911-4,08/03/2014,09/03/2014,Malmö University,Faculty of Health and Society,0,0,0,0,0,0,0,,,,,17/03/2014
20130129,MX,08/04/2014,09/04/2014,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",5,5,5,5,4,5,5,Minor problem that the MD2 camera would crash (stop updating) every couple of hours.,,,,15/04/2014
0,I1011,08/04/2014,14/04/2014,Uppsala University,Department of Physics and Astronomy,5,5,5,5,5,5,5,,,,,22/04/2014
20130079,I411,08/04/2014,13/04/2014,University of Bergen,Department of Chemistry,5,5,5,5,5,4,4,,,,,30/05/2014
20130129,MX,08/04/2014,09/04/2014,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",4,4,4,5,5,5,5,,,,,16/04/2014
20130343,I911-4,08/05/2014,11/05/2014,Stockholm University,"Department of Materials and Environmental Chemistry, Materials Chemistry",5,5,5,3,3,5,5,,,The beamtime was very successful where even the risky experiments performed for the first time exceeded our expectations.,,20/05/2014
20130343,I911-4,08/05/2014,12/05/2014,Stockholm University,Department of Materials and Environmental Chemistry,4,5,5,5,3,4,5,,,,,25/05/2014
20130072,MX,08/05/2014,09/05/2014,Technical University of Denmark,Department of Chemistry,4,4,4,4,4,4,4,,,,,18/06/2014
20130129,MX,08/05/2014,09/05/2014,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",5,5,5,5,5,5,5,,,,,09/05/2014
20130129,MX,08/05/2014,10/05/2014,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",4,5,5,4,5,4,4,,,,,10/05/2014
0,I311-XPS,08/06/2014,16/06/2014,Linnaeus University,Department of Biology and Environmental Science,4,4,5,5,5,5,4,,,,,26/06/2014
0,I311-XPS,08/09/2014,15/09/2014,Lund University,"Department of Physics, Synchrotron Radiation Research",4,5,3,4,5,3,4,"Once the undulator had problems, and once the beam was dumped in the ring - both happened around midnight, where no one was available for support, so two nights (of a nightshift-based beamtime) were lost.",,,,24/09/2014
20140276,I911-4,08/11/2014,09/11/2014,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",5,5,5,5,5,5,5,Some minor problems with the BioSAXS auto processing pipeline which Christopher fixed on the spot.,,,,12/11/2014
0,D1011,08/12/2014,15/12/2014,Karlstad University,Department of Physics,3,5,5,5,5,1,5,The MAX 2 ring had severe problems during our experiment,,"Because there problems with the ring we did not have time to look at everything we wanted, but the aquired results were of good quality.",,07/01/2015
20130258,I311-XPS,09/02/2014,17/02/2014,Deutsches Elektronen-Synchrotron DESY,,5,5,5,4,4,4,5,,,,,03/03/2014
20130258,I311-XPS,09/02/2014,17/02/2014,ISSP RAS,,5,5,5,4,4,5,5,,,,,13/03/2014
0,I411,09/02/2014,17/02/2014,Royal Institute of Technology (KTH),Department of Material Physics,2,3,3,2,2,4,3,,,,,20/03/2014
20130357,I911-4,09/02/2014,10/02/2014,Malmö University,Faculty of Health and Society,4,4,4,4,4,4,3,,,,,19/02/2014
20130350,I911-4,09/03/2014,10/03/2014,Malmö University,"Faculty of Health and Society, Biomedical Science",4,5,5,5,5,5,5,,,,,19/03/2014
20130350,I911-4,09/03/2014,10/03/2014,Malmö University,Faculty of Health and Society,0,0,0,0,0,0,0,,,,,19/03/2014
20130350,I911-4,09/03/2014,10/03/2014,Malmö University,Faculty of Health and Society,4,4,4,4,4,4,4,,,,,17/03/2014
20130318,I711,09/04/2014,12/04/2014,Uppsala University,Department of Chemistry - Ångström Laboratory,5,5,5,4,4,5,5,"A small part of detetctor could not be used because of strange spots, this was no real problem.

The upgraded beamline software worked well (and was much better than before) but:
It was not possible to move sample with Huber(?) stage while measuring because the same window was used for the measurements.
After a large number of scans the program stoped exposing and making new scans for unclear reasons.",,,,20/04/2014
20130346,I811,09/04/2014,11/04/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,4,5,5,5,5,5,5,,,,,19/04/2014
20120045,I811,09/05/2014,12/05/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,5,5,5,5,5,3,5,Due to technical problems with the ring and beam-line before the monochromator ca. 12 hours were lost.,,,,20/05/2014
20130343,I911-4,09/05/2014,12/05/2014,Stockholm University,"Department of Materials and Environmental Chemistry, Materials Chemistry",5,5,5,5,5,4,5,,,,,20/05/2014
20130124,I4,09/06/2014,16/06/2014,Boston University,Department of Physics,5,5,5,5,4,4,5,,,,,23/06/2014
20130204,I411,09/06/2014,13/06/2014,Universtiy of Turku,Department of Physics and Astronomy,4,5,5,4,4,4,4,,,,,20/06/2014
20130204,I411,09/06/2014,16/06/2014,Universtiy of Turku,Department of Physics and Astronomy,4,5,5,5,5,3,5,,,,,01/07/2014
20140085,I4,09/09/2014,16/09/2014,Princeton University,Department of Physics,5,5,5,5,5,5,5,,,,,16/09/2014
0,MX,09/10/2014,10/10/2014,SARomics Biostructures AB,,3,4,3,4,4,4,4,,,,,10/10/2014
20140322,I911-4,09/11/2014,10/11/2014,Technical University of Denmark,Department of Chemistry,4,4,4,4,4,4,4,,,,,12/11/2014
0,I911-4,09/12/2014,10/12/2014,Karolinska Institutet,Department of Cell and Molecular Biology,4,5,5,4,4,2,5,Some beam drops but I got a bit irritated when there was a lot of intensity in the evening but still the ring was taken down for reinjection. A good two hours lost with no real gain in intensity.,,,,28/01/2015
20140540,MX,09/12/2014,13/12/2014,University of Gothenburg,"Department of Chemistry, Biochemistry",3,4,4,4,3,2,5,The ring went down several times and quite a long time each time.,,The fairly low reliability of the ring is what lowers the grade.,,07/01/2015
20130012,MX,09/12/2014,10/12/2014,University of Copenhagen,Department of Drug Design and Pharmacology,3,4,4,4,4,2,5,,,4.5 hours with no beam,,15/12/2014
20140405,I1011,09/12/2014,14/12/2014,Norwegian University of Science and Technology-NTNU,Department of Physics,4,4,5,4,3,5,5,,,,,19/04/2015
20140540,MX,09/12/2014,13/12/2014,University of Gothenburg,"Department of Chemistry, Biophysics",3,5,5,4,5,3,5,,,,,12/01/2015
20130020,D1011,10/02/2014,17/02/2014,Humboldt Universität zu Berlin,Institut für Physik,5,5,5,5,5,5,5,,,,,20/02/2014
20130236,I3,10/02/2014,17/02/2014,Universite de Cergy-Pontoise,Laboratoire de Physique des Materiaux et des Surfaces,5,5,0,0,0,0,5,,,,,01/03/2014
20130021,I311-XPS,10/03/2014,14/03/2014,University of Manchester,School of Physics and Astronomy,4,5,5,5,5,5,5,Great assistance as ever from Karina and Jacek.  Thanks for helping us with the flux measurement!,,"Difficulties originated in our samples, not anything at MAXlab",,18/03/2014
20130021,I311-XPS,10/03/2014,14/03/2014,University of Manchester,School of Physics and Astronomy,5,5,5,4,4,5,5,There was a difficulty of photon flux measurement and the SES program crashed several times,,,,24/03/2014
20130021,I311-XPS,10/03/2014,17/03/2014,University of Manchester,School of Physics and Astronomy,3,4,4,4,4,4,4,,,Not as good as we'd hoped but this was nothing to do with MAX-lab,,31/03/2014
20130260,I3,10/03/2014,17/03/2014,Norwegian University of Science and Technology,Department of Physics,3,5,5,4,3,5,4,,,"We had major problems with growth in the MBE system, however this was out of control of staff, who worked their hardest to find out about the problems (drifting calibration of a Mn source). Due to this the experiments became more preliminary (little data) although indicating that the studies will be very interesting.  Fortunatly there is another beam-time coming ip working on the same problem.",,20/03/2014
20130093,I411,10/03/2014,23/03/2014,Lund University,"Department of Physics, Synchrotron Radiation Research",4,4,5,3,4,4,5,,,,,02/04/2014
0,MX,10/04/2014,10/04/2014,SARomics Biostructures AB,,5,5,4,3,5,5,5,Low intensity during day-time - unexplainable. Large difference in diffraction to the better after injection in the evening of the same crystals tested earlier in the day.,,,,11/04/2014
20130389,MX,10/04/2014,11/04/2014,The Novo Nordisk Foundation Center for Protein Research,Faculty of Health Sciences,3,4,4,4,4,4,4,,,,,22/04/2014
20130389,MX,10/04/2014,11/04/2014,The Novo Nordisk Foundation Center for Protein Research,Faculty of Health Sciences,4,4,4,4,4,4,4,,,,,02/05/2014
20130026,MX,10/05/2014,12/05/2014,Aarhus University,Department of Molecular Biology,4,4,4,4,4,4,4,,,,,20/05/2014
20130026,MX,10/05/2014,12/05/2014,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",5,4,5,3,5,4,5,,,,,20/05/2014
20130014,D1011,10/06/2014,15/06/2014,Universität Heidelberg,Angewandte Physikalische Chemie,4,5,5,4,4,4,5,,,,,16/06/2014
20130148,D7,10/06/2014,17/06/2014,Lund University,"Department of Construction Sciences, Solid Mechanics",4,5,5,5,5,5,3,,,,,26/06/2014
20130020,D1011,11/02/2014,17/02/2014,Karlstad University,Department of Physics,5,4,5,5,5,5,5,"Thanks for great support with exposure to water, preparation of new sample holders and preparation of the probe. 
Only problem left is the very strange secondary cut-offs that we got, consisting of two peaks, on all the organic semiconducting samples and even on highly conducting polymers, but not on gold. Also a mysterious difference between work functions obtained from cut-offs measured with 9V battery and the ones measured with 28V battery.",,This was one of the most successful beam times so far.,,17/02/2014
20130072,MX,11/02/2014,12/02/2014,University of Copenhagen,Department of Chemistry,4,5,5,3,4,3,4,,,,,20/02/2014
20130164,I4,11/03/2014,24/03/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",5,5,5,5,5,5,5,,,,,01/04/2014
20130093,I411,11/03/2014,24/03/2014,Lund University,"Department of Physics, Synchrotron Radiation Research",4,4,5,4,3,5,3,,,,,01/04/2014
20130159,MX,11/04/2014,12/04/2014,---,Choose this if not in the list yet,2,4,4,1,2,3,4,"The beam can not be centered using the software and it has to be initialized everytime the beam deviates. The beam somehow didn't shoot right towards the detector after the first crystal data collected, so there is nothing even the beamstop in the data image and no data was collected",,The beam did not shoot towards the detector,,20/04/2014
20140042,MX,11/04/2014,13/04/2014,Vilnius University,"Institute of Biotechnology, Department of Protein-DNA Interactions",5,5,5,5,4,5,5,"The windows xp computer ""MD2"" used for crystal centring crashed; the possibility to take snapshots of the mounted crystal prior to data collection was lost after some hours of operation (after checking &#8220;take 4 snapshots&#8221;: &#8220;Data collection failed! Socket error:[Errno 32] Broken pipe&#8221; on the data collection program)",,,,22/04/2014
20130351,I811,11/04/2014,14/04/2014,University of Szeged,Department of Inorganic and Analytical Chemistry,5,5,5,5,5,5,5,,,,,22/04/2014
20130351,I811,11/04/2014,14/04/2014,University of Szeged,Department of Inorganic and Analytical Chemistry,5,5,5,5,5,5,5,,,,,28/04/2014
20130339,I911-4,11/04/2014,12/04/2014,Technical University of Denmark,Department of Chemistry,4,4,4,4,4,4,4,,,,,05/10/2014
20140042,MX,11/04/2014,13/04/2014,Vilnius University,"Institute of Biotechnology, Department of Protein-DNA Interactions",5,5,5,4,4,5,5,,,,,16/04/2014
20130384,I911-4,11/06/2014,12/06/2014,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,0,5,4,4,4,4,4,,,,,05/08/2014
20130384,I911-4,11/06/2014,12/06/2014,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,5,5,5,5,5,5,5,,,,,23/06/2014
20140020,MX,11/06/2014,12/06/2014,Lund University,Department of Experimental Medical Science,4,4,3,3,3,5,5,,,,,12/06/2014
20140047,I4,11/11/2014,24/11/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,5,5,4,5,5,5,the connection between the camera and computer is not good which is a little disturbing,,,,02/12/2014
20140151,I311-XPS,11/11/2014,17/11/2014,University of Padova,Department of Chemical Sciences,5,3,4,4,4,5,5,,,,,25/11/2014
20140047,I4,11/11/2014,24/11/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,4,3,5,3,5,5,,,,,05/12/2014
20140282,I411,11/11/2014,17/11/2014,Lund University,"Department of Biology, MEMEG (MEEL)",3,3,4,3,3,3,5,,,,,25/11/2014
20140282,I411,11/11/2014,17/11/2014,Lund University,"Department of Biology, MEMEG (MEEL)",4,5,5,3,3,3,5,,,,,29/11/2014
0,MX,11/12/2014,11/12/2014,SARomics Biostructures AB,,5,5,5,5,4,5,5,Very good to get help with reducing the beamsize for very well diffracting crystals! This will help us in the future and helped us this time.,,,,23/12/2014
20140378,I411,11/12/2014,15/12/2014,University of Turku,Department of Physics and Astronomy,3,4,4,4,4,3,5,,,Beam losses during the beamtime,,23/12/2014
0,MX,11/12/2014,11/12/2014,SARomics Biostructures AB,,4,3,3,3,3,3,4,,,,,23/02/2015
0,MX,12/03/2014,12/03/2014,SARomics Biostructures AB,,3,5,3,2,4,5,5,Worked well but slits at 0.3 mm is not what I want. We would have needed help to adjust the slits to 0.2 mm before start but got told that this was not possible.,,Lack of resolution possibly in one case due to too large slits (worked at 911:3 with the same crystal -0.5 Å improvement),,28/03/2014
20130303,I911-4,12/03/2014,14/03/2014,Chalmers University of Technology,"Department of Applied Physics, Condensed Matter Physics",4,5,5,4,3,4,4,,,We have succeeded to complete all the experiments that we planed to do.,,18/03/2014
0,BL73,12/03/2014,28/03/2014,Technical University of Denmark,Department of Chemistry,5,5,5,5,5,5,5,,,,,29/09/2014
20130303,I911-4,12/03/2014,14/03/2014,"SIK, the Swedish Institute for Food and Biotechnology",Structure and Material Design,5,5,5,4,4,4,4,,,,,14/03/2014
0,MX,12/03/2014,13/03/2014,Novo Nordisk A/S,,5,4,4,4,5,5,5,,,,,21/07/2014
0,MX,12/03/2014,12/03/2014,SARomics Biostructures AB,,4,3,3,3,3,3,5,,,,,02/04/2014
20130184,I3,12/05/2014,19/05/2014,Polish Academy of Science,Institute of Physics,4,5,5,5,4,5,5,,,,,27/05/2014
20140412,MX,12/05/2014,14/05/2014,Stockholm University,Department of Biochemistry and Biophysics,4,4,3,3,4,4,4,,,,,15/05/2014
20130311,I811,12/06/2014,16/06/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry and Biotechnology,5,5,5,5,5,4,5,"Truly fantastic help from Dr. Stefan Carlson. He is enormously competent person and a great guy!
Very successful data collection, but the beam was not stable at higher energies on the last day. There was also once delay with the wiggler start after injection and once a general delay of an injection.",,,,16/06/2014
20130311,I811,12/06/2014,16/06/2014,---,Choose this if not in the list yet,5,5,5,5,5,5,5,,,,,24/06/2014
